id,qb_question,qb_answer,qb_choice1,qb_choice2,qb_choice3,qb_topic_id,topic,qa,qa_pos,qa_pos_bigram,qa_pos_trigram,qa_parse_tree,ss,ss_pos,ss_pos_bigram,ss_pos_trigram,ss_parse_tree,before,before_last,before_last_pos,before_pos,before_pos_bigram,before_pos_trigram,before_parse_tree,after,after_first,after_first_pos,after_pos,after_pos_bigram,after_pos_trigram,after_parse_tree,ans,ans_first,ans_last,ans_pos,ans_first_pos,ans_last_pos,ans_is_first,ans_is_last,ans_length
968,The government is unlikely to * its decision to close the park.,go back on,go with,na,na,3,phrasal verbs,The government is unlikely to go back on its decision to close the park.,DT NN VBZ JJ TO VB RB IN PRP$ NN TO VB DT NN,DT_NN NN_VBZ VBZ_JJ JJ_TO TO_VB VB_RB RB_IN IN_PRP$ PRP$_NN NN_TO TO_VB VB_DT DT_NN,DT_NN_VBZ NN_VBZ_JJ VBZ_JJ_TO JJ_TO_VB TO_VB_RB VB_RB_IN RB_IN_PRP$ IN_PRP$_NN PRP$_NN_TO NN_TO_VB TO_VB_DT VB_DT_NN,S_NP_VP_. NP_DT_NN VP_VBZ_ADJP ADJP_JJ_S S_VP VP_TO_VP VP_VB_PRT_PP PRT_RP PP_IN_NP NP_PRP$_NN_S S_VP VP_TO_VP VP_VB_NP NP_DT_NN,government is unlikely to go back on its decision to close,NN VBZ JJ TO VB RB IN PRP$ NN TO VB,NN_VBZ VBZ_JJ JJ_TO TO_VB VB_RB RB_IN IN_PRP$ PRP$_NN NN_TO TO_VB,NN_VBZ_JJ VBZ_JJ_TO JJ_TO_VB TO_VB_RB VB_RB_IN RB_IN_PRP$ IN_PRP$_NN PRP$_NN_TO NN_TO_VB,S_NP_VP NP_NN VP_VBZ_ADJP ADJP_JJ_S S_VP VP_TO_VP VP_VB_PRT_PP PRT_RP PP_IN_NP NP_PRP$_NN_S S_VP VP_TO_VP VP_VB,government is unlikely to,to,TO,NN VBZ JJ TO,NN_VBZ VBZ_JJ JJ_TO,NN_VBZ_JJ VBZ_JJ_TO,S_NP_VP NP_NN VP_VBZ_ADJP ADJP_JJ_S S_VP VP_TO,its decision to close,its,PRP$,PRP$ NN TO VB,PRP$_NN NN_TO TO_VB,PRP$_NN_TO NN_TO_VB,FRAG_NP NP_PRP$_NN_S S_VP VP_TO_VP VP_VB,go back on,go,on,VB_RB_IN,VB,IN,y,y,3.0
969,The team has agreed to support you and * your proposals.,go with,go back on,na,na,3,phrasal verbs,The team has agreed to support you and go with your proposals.,DT NN VBZ VBN TO VB PRP CC VB IN PRP$ NN,DT_NN NN_VBZ VBZ_VBN VBN_TO TO_VB VB_PRP PRP_CC CC_VB VB_IN IN_PRP$ PRP$_NN,DT_NN_VBZ NN_VBZ_VBN VBZ_VBN_TO VBN_TO_VB TO_VB_PRP VB_PRP_CC PRP_CC_VB CC_VB_IN VB_IN_PRP$ IN_PRP$_NN,S_NP_VP_. NP_DT_NN VP_VBZ_VP VP_VBN_S S_VP VP_TO_VP VP_VP_CC_VP VP_VB_NP NP_PRP VP_VB_PP PP_IN_NP NP_PRP$_NNS,to support you and go with your proposals,TO VB PRP CC VB IN PRP$ NNS,TO_VB VB_PRP PRP_CC CC_VB VB_IN IN_PRP$ PRP$_NNS,TO_VB_PRP VB_PRP_CC PRP_CC_VB CC_VB_IN VB_IN_PRP$ IN_PRP$_NNS,S_S_CC_S S_VP VP_TO_VP VP_VB_NP NP_PRP S_VP VP_VB_PP PP_IN_NP NP_PRP$_NNS,to support you and,and,CC,TO VB PRP CC,TO_VB VB_PRP PRP_CC,TO_VB_PRP VB_PRP_CC,S_VP VP_TO_VP VP_VP_CC VP_VB_NP NP_PRP,your proposals,your,PRP$,PRP$ NNS,PRP$_NNS,,FRAG_NP NP_PRP$_NNS,go with,go,with,VB_IN,VB,IN,y,y,2.0
970,They were going for show and asked me if I want to *.,come along,come about,na,na,3,phrasal verbs,They were going for show and asked me if I want to come along.,PRP VBD VBG IN NN CC VBD PRP IN PRP VBP TO VB NN,PRP_VBD VBD_VBG VBG_IN IN_NN NN_CC CC_VBD VBD_PRP PRP_IN IN_PRP PRP_VBP VBP_TO TO_VB VB_NN,PRP_VBD_VBG VBD_VBG_IN VBG_IN_NN IN_NN_CC NN_CC_VBD CC_VBD_PRP VBD_PRP_IN PRP_IN_PRP IN_PRP_VBP PRP_VBP_TO VBP_TO_VB TO_VB_NN,S_NP_VP_. NP_PRP VP_VP_CC_VP VP_VBD_VP VP_VBG_PP PP_IN_NP NP_NN VP_VBD_NP_SBAR NP_PRP SBAR_IN_S S_NP_VP NP_PRP VP_VBP_S S_VP VP_TO_VP VP_VB_PRT PRT_RP,if I want to come along,IN PRP VBP TO VB IN,IN_PRP PRP_VBP VBP_TO TO_VB VB_IN,IN_PRP_VBP PRP_VBP_TO VBP_TO_VB TO_VB_IN,SBAR_IN_S S_NP_VP NP_PRP VP_VBP_S S_VP VP_TO_VP VP_VB_PRT PRT_RP,if I want to,to,TO,IN PRP VBP TO,IN_PRP PRP_VBP VBP_TO,IN_PRP_VBP PRP_VBP_TO,SBAR_IN_S S_NP_VP NP_PRP VP_VBP_PP PP_IN,,,,,,,,come along,come,along,VBN_IN,VB,IN,y,e,2.0
971,He wondered how this problem * at the beginning.,came about,came along,na,na,3,phrasal verbs,He wondered how this problem came about at the beginning.,PRP VBD WRB DT NN VBD RB IN DT NN,PRP_VBD VBD_WRB WRB_DT DT_NN NN_VBD VBD_RB RB_IN IN_DT DT_NN,PRP_VBD_WRB VBD_WRB_DT WRB_DT_NN DT_NN_VBD NN_VBD_RB VBD_RB_IN RB_IN_DT IN_DT_NN,S_NP_VP_. NP_PRP VP_VBD_SBAR SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_DT_NN VP_VBD_PRT_PP PRT_RP PP_IN_NP NP_DT_NN,wondered how this problem came about at the beginning,VBD WRB DT NN VBD RB IN DT NN,VBD_WRB WRB_DT DT_NN NN_VBD VBD_RB RB_IN IN_DT DT_NN,VBD_WRB_DT WRB_DT_NN DT_NN_VBD NN_VBD_RB VBD_RB_IN RB_IN_DT IN_DT_NN,S_VP VP_VBD_SBAR SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_DT_NN VP_VBD_PRT_PP PRT_RP PP_IN_NP NP_DT_NN,wondered how this problem,problem,NN,VBD WRB DT NN,VBD_WRB WRB_DT DT_NN,VBD_WRB_DT WRB_DT_NN,S_VP VP_VBD_SBAR SBAR_WHADVP_S WHADVP_WRB S_NP NP_DT_NN,at the beginning,at,IN,IN DT NN,IN_DT DT_NN,IN_DT_NN,PP_IN_NP NP_DT_NN,came about,came,about,VBD_IN,VBD,IN,y,y,2.0
972,She * as rather obnoxious when I spoke to her.,came across,came off,na,na,3,phrasal verbs,She came across as rather obnoxious when I spoke to her.,PRP VBD IN IN RB JJ WRB PRP VBD TO VB,PRP_VBD VBD_IN IN_IN IN_RB RB_JJ JJ_WRB WRB_PRP PRP_VBD VBD_TO TO_VB,PRP_VBD_IN VBD_IN_IN IN_IN_RB IN_RB_JJ RB_JJ_WRB JJ_WRB_PRP WRB_PRP_VBD PRP_VBD_TO VBD_TO_VB,S_NP_VP_. NP_PRP VP_VBD_ADJP_SBAR ADJP_JJ_CONJP_JJ CONJP_RB_RB SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBD_PP PP_IN_NP NP_PRP,She came across as rather obnoxious when,PRP VBD IN IN RB JJ WRB,PRP_VBD VBD_IN IN_IN IN_RB RB_JJ JJ_WRB,PRP_VBD_IN VBD_IN_IN IN_IN_RB IN_RB_JJ RB_JJ_WRB,S_NP_VP NP_PRP VP_VBD_PRT_PP PRT_RP PP_IN_ADJP ADJP_RB_JJ_RB,She,She,PRP,PRP,,,S_NP NP_PRP,as rather obnoxious when,as,IN,IN RB JJ WRB,IN_RB RB_JJ JJ_WRB,IN_RB_JJ RB_JJ_WRB,PP_IN_ADJP ADJP_RB_JJ_RB,came across,came,across,VBD_IN,VBD,IN,y,y,2.0
973,The negotiations did not * because there was too much bickering.,come off,come along,na,na,3,phrasal verbs,The negotiations did not come off because there was too much bickering.,DT NNS VBD RB VB RP IN EX VBD RB JJ NN,DT_NNS NNS_VBD VBD_RB RB_VB VB_RP RP_IN IN_EX EX_VBD VBD_RB RB_JJ JJ_NN,DT_NNS_VBD NNS_VBD_RB VBD_RB_VB RB_VB_RP VB_RP_IN RP_IN_EX IN_EX_VBD EX_VBD_RB VBD_RB_JJ RB_JJ_NN,S_NP_VP_. NP_DT_NNS VP_VBD_RB_VP VP_VB_PRT_SBAR PRT_RP SBAR_IN_S S_NP_VP NP_EX VP_VBD_ADVP_VP ADVP_RB_RB VP_VBG,The negotiations did not come off because there was too,DT NNS VBD RB VB RP IN EX VBD RB,DT_NNS NNS_VBD VBD_RB RB_VB VB_RP RP_IN IN_EX EX_VBD VBD_RB,DT_NNS_VBD NNS_VBD_RB VBD_RB_VB RB_VB_RP VB_RP_IN RP_IN_EX IN_EX_VBD EX_VBD_RB,S_NP_VP NP_DT_NNS VP_VBD_RB_VP VP_VB_PRT_SBAR PRT_RP SBAR_IN_S S_NP_VP NP_EX VP_VBD_ADVP ADVP_RB,The negotiations did not,not,RB,DT NNS VBD RB,DT_NNS NNS_VBD VBD_RB,DT_NNS_VBD NNS_VBD_RB,S_NP_VP NP_DT_NNS VP_VBD_RB,because there was too,because,IN,IN EX VBD RB,IN_EX EX_VBD VBD_RB,IN_EX_VBD EX_VBD_RB,SBAR_IN_S S_NP_VP NP_EX VP_VBD_ADVP ADVP_RB,come off,come,off,VB_RP,VB,IN,y,y,2.0
974,Something * in the office and he had to go back immediately.,came up,came along,na,na,3,phrasal verbs,Something came up in the office and he had to go back immediately.,VBG VBD RB IN DT NN CC PRP VBD TO VB RB NN,VBG_VBD VBD_RB RB_IN IN_DT DT_NN NN_CC CC_PRP PRP_VBD VBD_TO TO_VB VB_RB RB_NN,VBG_VBD_RB VBD_RB_IN RB_IN_DT IN_DT_NN DT_NN_CC NN_CC_PRP CC_PRP_VBD PRP_VBD_TO VBD_TO_VB TO_VB_RB VB_RB_NN,S_S_CC_S_. S_NP_VP NP_NN VP_VBD_PRT_PP PRT_RP PP_IN_NP NP_DT_NN S_NP_VP NP_PRP VP_VBD_S S_VP VP_TO_VP VP_VB_PRT_ADVP PRT_RP ADVP_RB,Something came up in the office and,VBG VBD RB IN DT NN CC,VBG_VBD VBD_RB RB_IN IN_DT DT_NN NN_CC,VBG_VBD_RB VBD_RB_IN RB_IN_DT IN_DT_NN DT_NN_CC,S_NP_VP NP_NN VP_VP_CC VP_VBD_PRT_PP PRT_RP PP_IN_NP NP_DT_NN,Something,Something,VBG,VBG,,,NP_NN,in the office and,in,IN,IN DT NN CC,IN_DT DT_NN NN_CC,IN_DT_NN DT_NN_CC,PP_IN_NP NP_NP_CC NP_DT_NN,came up,came,up,VBD_RP,VBD,RB,y,y,2.0
975,It all * to how much influence you have in the team.,comes down to,comes about,na,na,3,phrasal verbs,It all comes down to to how much influence you have in the team.,PRP DT VBZ RB TO TO WRB JJ NN PRP VBP IN DT NN,PRP_DT DT_VBZ VBZ_RB RB_TO TO_TO TO_WRB WRB_JJ JJ_NN NN_PRP PRP_VBP VBP_IN IN_DT DT_NN,PRP_DT_VBZ DT_VBZ_RB VBZ_RB_TO RB_TO_TO TO_TO_WRB TO_WRB_JJ WRB_JJ_NN JJ_NN_PRP NN_PRP_VBP PRP_VBP_IN VBP_IN_DT IN_DT_NN,S_NP_ADVP_VP_. NP_PRP ADVP_RB VP_VBZ_PRT_PP PRT_RP PP_IN_IN_SBAR SBAR_WHNP_S WHNP_WHADJP_NN WHADJP_WRB_JJ S_NP_VP NP_PRP VP_VBP_PP PP_IN_NP NP_DT_NN,It all comes down to to how much influence,PRP DT VBZ RB TO TO WRB JJ NN,PRP_DT DT_VBZ VBZ_RB RB_TO TO_TO TO_WRB WRB_JJ JJ_NN,PRP_DT_VBZ DT_VBZ_RB VBZ_RB_TO RB_TO_TO TO_TO_WRB TO_WRB_JJ WRB_JJ_NN,S_NP_ADVP_VP NP_PRP ADVP_RB VP_VBZ_PRT_PP PRT_RP PP_IN_IN_SBAR SBAR_WHNP_S WHNP_WRB_JJ S_VP VP_VBP,It all,all,DT,PRP DT,PRP_DT,,S_NP_ADVP NP_PRP ADVP_RB,to how much influence,to,TO,TO WRB JJ NN,TO_WRB WRB_JJ JJ_NN,TO_WRB_JJ WRB_JJ_NN,FRAG_PP PP_IN_SBAR SBAR_WHNP_S WHNP_WRB_JJ S_VP VP_VBP,comes down to,comes,to,VBZ_RB_TO,VBZ,TO,y,y,3.0
976,I am sorry I have to * your offer but I appreciate it.,turn down,turn out,na,na,3,phrasal verbs,I am sorry I have to turn down your offer but I appreciate it.,PRP VBP JJ PRP VBP TO VB RP PRP$ NN CC PRP VBP NNS,PRP_VBP VBP_JJ JJ_PRP PRP_VBP VBP_TO TO_VB VB_RP RP_PRP$ PRP$_NN NN_CC CC_PRP PRP_VBP VBP_NNS,PRP_VBP_JJ VBP_JJ_PRP JJ_PRP_VBP PRP_VBP_TO VBP_TO_VB TO_VB_RP VB_RP_PRP$ RP_PRP$_NN PRP$_NN_CC NN_CC_PRP CC_PRP_VBP PRP_VBP_NNS,S_S_CC_S_. S_NP_VP NP_PRP VP_VBP_ADJP ADJP_JJ_SBAR SBAR_S S_NP_VP NP_PRP VP_VBP_S S_VP VP_TO_VP VP_VB_PRT_NP PRT_RP NP_PRP$_NN S_NP_VP NP_PRP VP_VBP_NP NP_PRP,sorry I have to turn down your offer but I,NN PRP VBP TO VB RP PRP$ NN CC PRP,NN_PRP PRP_VBP VBP_TO TO_VB VB_RP RP_PRP$ PRP$_NN NN_CC CC_PRP,NN_PRP_VBP PRP_VBP_TO VBP_TO_VB TO_VB_RP VB_RP_PRP$ RP_PRP$_NN PRP$_NN_CC NN_CC_PRP,S_INTJ_NP_VP INTJ_UH NP_PRP VP_VBP_S S_VP VP_TO_VP VP_VB_PRT_NP PRT_RP NP_NP_PP NP_PRP$_NN PP_IN_NP NP_PRP,sorry I have to,to,TO,NN PRP VBP TO,NN_PRP PRP_VBP VBP_TO,NN_PRP_VBP PRP_VBP_TO,S_INTJ_NP_VP INTJ_UH NP_PRP VP_VBP_S S_VP VP_TO,your offer but I,your,PRP$,PRP$ NN CC PRP,PRP$_NN NN_CC CC_PRP,PRP$_NN_CC NN_CC_PRP,NP_NP_PP NP_PRP$_NN PP_IN_NP NP_PRP,turn down,turn,down,VB_RP,NN,RB,y,y,2.0
977,My business * reasonable profits last year.,turned in,turned out,na,na,3,phrasal verbs,My business turned in reasonable profits last year.,PRP$ NN VBD IN JJ NNS JJ NN,PRP$_NN NN_VBD VBD_IN IN_JJ JJ_NNS NNS_JJ JJ_NN,PRP$_NN_VBD NN_VBD_IN VBD_IN_JJ IN_JJ_NNS JJ_NNS_JJ NNS_JJ_NN,S_NP_VP_. NP_PRP$_NN VP_VBD_PP_NP-TMP PP_IN_NP NP_JJ_NNS NP-TMP_JJ_NN,My business turned in reasonable profits last year,PRP$ NN VBD IN JJ NNS JJ NN,PRP$_NN NN_VBD VBD_IN IN_JJ JJ_NNS NNS_JJ JJ_NN,PRP$_NN_VBD NN_VBD_IN VBD_IN_JJ IN_JJ_NNS JJ_NNS_JJ NNS_JJ_NN,S_NP_VP NP_PRP$_NN VP_VBD_PP_NP-TMP PP_IN_NP NP_JJ_NNS NP-TMP_JJ_NN,My business,business,NN,PRP$ NN,PRP$_NN,,NP_PRP$_NN,reasonable profits last year,reasonable,JJ,JJ NNS JJ NN,JJ_NNS NNS_JJ JJ_NN,JJ_NNS_JJ NNS_JJ_NN,NP_NP_NP-TMP NP_JJ_NNS NP-TMP_JJ_NN,turned in,turned,in,VBN_IN,VBD,IN,y,y,2.0
978,It * that there is a huge demand for this product.,turns out,turns in,na,na,3,phrasal verbs,It turns out that there is a huge demand for this product.,PRP VBZ RP IN EX VBZ DT JJ NN IN DT NN,PRP_VBZ VBZ_RP RP_IN IN_EX EX_VBZ VBZ_DT DT_JJ JJ_NN NN_IN IN_DT DT_NN,PRP_VBZ_RP VBZ_RP_IN RP_IN_EX IN_EX_VBZ EX_VBZ_DT VBZ_DT_JJ DT_JJ_NN JJ_NN_IN NN_IN_DT IN_DT_NN,S_NP_VP_. NP_PRP VP_VBZ_PRT_SBAR PRT_RP SBAR_IN_S S_NP_VP NP_EX VP_VBZ_NP NP_NP_PP NP_DT_JJ_NN PP_IN_NP NP_DT_NN,It turns out that there is a,PRP VBZ RP IN EX VBZ DT,PRP_VBZ VBZ_RP RP_IN IN_EX EX_VBZ VBZ_DT,PRP_VBZ_RP VBZ_RP_IN RP_IN_EX IN_EX_VBZ EX_VBZ_DT,S_NP_VP NP_PRP VP_VBZ_PRT_SBAR PRT_RP SBAR_IN_S S_NP_VP NP_EX VP_VBZ_ADJP ADJP_JJ,It,It,PRP,PRP,,,S_NP NP_PRP,that there is a,that,IN,IN EX VBZ DT,IN_EX EX_VBZ VBZ_DT,IN_EX_VBZ EX_VBZ_DT,SBAR_IN_S S_NP_VP NP_EX VP_VBZ_ADJP ADJP_JJ,turns out,turns,out,VBZ_RP,NNS,IN,y,y,2.0
979,He can * himself so you don't have to worry.,look after,look over,na,na,3,phrasal verbs,He can look after himself so you don't have to worry.,PRP MD VB IN PRP RB PRP VBP VB TO VB,PRP_MD MD_VB VB_IN IN_PRP PRP_RB RB_PRP PRP_VBP VBP_VB VB_TO TO_VB,PRP_MD_VB MD_VB_IN VB_IN_PRP IN_PRP_RB PRP_RB_PRP RB_PRP_VBP PRP_VBP_VB VBP_VB_TO VB_TO_VB,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_PP_SBAR PP_IN_NP NP_PRP SBAR_IN_S S_NP_VP NP_PRP VP_VBP_RB_VP VP_VB_S S_VP VP_TO_VP VP_VB,He can look after himself so you don't,PRP MD VB IN PRP RB PRP VBP,PRP_MD MD_VB VB_IN IN_PRP PRP_RB RB_PRP PRP_VBP,PRP_MD_VB MD_VB_IN VB_IN_PRP IN_PRP_RB PRP_RB_PRP RB_PRP_VBP,S_NP_VP NP_PRP VP_MD_VP VP_VB_PP_SBAR PP_IN_NP NP_PRP SBAR_IN_S S_NP_VP NP_PRP VP_VBP_RB,He can,can,MD,PRP MD,PRP_MD,,S_NP_VP NP_PRP VP_MD,himself so you don't,himself,PRP,PRP RB PRP VBP,PRP_RB RB_PRP PRP_VBP,PRP_RB_PRP RB_PRP_VBP,FRAG_SBAR SBAR_NP_IN_S NP_PRP S_NP_VP NP_PRP VP_VBP_RB,look after,look,after,NN_IN,NN,IN,y,y,2.0
980,He * on his achievements with pride.,looks back,looks forward,na,na,3,phrasal verbs,He looks back on his achievements with pride.,PRP VBZ RB IN PRP$ NNS IN NN,PRP_VBZ VBZ_RB RB_IN IN_PRP$ PRP$_NNS NNS_IN IN_NN,PRP_VBZ_RB VBZ_RB_IN RB_IN_PRP$ IN_PRP$_NNS PRP$_NNS_IN NNS_IN_NN,S_NP_VP_. NP_PRP VP_VBZ_ADVP_PP ADVP_RB_PP PP_IN_NP NP_PRP$_NNS PP_IN_NP NP_NN,He looks back on his achievements with,PRP VBZ RB IN PRP$ NNS IN,PRP_VBZ VBZ_RB RB_IN IN_PRP$ PRP$_NNS NNS_IN,PRP_VBZ_RB VBZ_RB_IN RB_IN_PRP$ IN_PRP$_NNS PRP$_NNS_IN,S_NP_VP NP_PRP VP_VBZ_ADVP_PP ADVP_RB_PP PP_IN_NP NP_PRP$_NNS PP_IN,He,He,PRP,PRP,,,S_NP NP_PRP,on his achievements with,on,IN,IN PRP$ NNS IN,IN_PRP$ PRP$_NNS NNS_IN,IN_PRP$_NNS PRP$_NNS_IN,FRAG_PP_PP PP_IN_NP NP_PRP$_NNS PP_IN,looks back,looks,back,VBZ_RP,NNS,RB,y,y,2.0
981,He * on them because they are not as wealthy as him.,looks down,looks over,na,na,3,phrasal verbs,He looks down on them because they are not as wealthy as him.,PRP VBZ RP IN PRP IN PRP VBP RB RB JJ IN NN,PRP_VBZ VBZ_RP RP_IN IN_PRP PRP_IN IN_PRP PRP_VBP VBP_RB RB_RB RB_JJ JJ_IN IN_NN,PRP_VBZ_RP VBZ_RP_IN RP_IN_PRP IN_PRP_IN PRP_IN_PRP IN_PRP_VBP PRP_VBP_RB VBP_RB_RB RB_RB_JJ RB_JJ_IN JJ_IN_NN,S_NP_VP_. NP_PRP VP_VBZ_PRT_PP_SBAR PRT_RP PP_IN_NP NP_PRP SBAR_IN_S S_NP_VP NP_PRP VP_VBP_RB_ADJP ADJP_RB_JJ_PP PP_IN_NP NP_PRP,He looks down on them because they,PRP VBZ RP IN PRP IN PRP,PRP_VBZ VBZ_RP RP_IN IN_PRP PRP_IN IN_PRP,PRP_VBZ_RP VBZ_RP_IN RP_IN_PRP IN_PRP_IN PRP_IN_PRP,S_NP_VP NP_PRP VP_VBZ_ADVP_PP ADVP_RB_PP PP_IN_NP NP_PRP PP_IN_NP NP_PRP,He,He,PRP,PRP,,,S_NP NP_PRP,on them because they,on,IN,IN PRP IN PRP,IN_PRP PRP_IN IN_PRP,IN_PRP_IN PRP_IN_PRP,FRAG_PP_PP PP_IN_NP NP_PRP PP_IN_NP NP_PRP,looks down,looks,down,VBZ_RP,NNS,RB,y,y,2.0
982,He * to his new job starting next month.,looks forward,looks back,na,na,3,phrasal verbs,He looks forward to his new job starting next month.,PRP VBZ RB TO PRP$ JJ NN VBG JJ NN,PRP_VBZ VBZ_RB RB_TO TO_PRP$ PRP$_JJ JJ_NN NN_VBG VBG_JJ JJ_NN,PRP_VBZ_RB VBZ_RB_TO RB_TO_PRP$ TO_PRP$_JJ PRP$_JJ_NN JJ_NN_VBG NN_VBG_JJ VBG_JJ_NN,S_NP_VP_. NP_PRP VP_VBZ_ADVP_PP ADVP_RB PP_IN_NP NP_NP_VP NP_PRP$_JJ_NN VP_VBG_NP-TMP NP-TMP_JJ_NN,He looks forward to his new job,PRP VBZ RB TO PRP$ JJ NN,PRP_VBZ VBZ_RB RB_TO TO_PRP$ PRP$_JJ JJ_NN,PRP_VBZ_RB VBZ_RB_TO RB_TO_PRP$ TO_PRP$_JJ PRP$_JJ_NN,S_NP_VP NP_PRP VP_VBZ_ADVP_PP ADVP_RB PP_IN_NP NP_PRP$_JJ_NN,He,He,PRP,PRP,,,S_NP NP_PRP,to his new job,to,TO,TO PRP$ JJ NN,TO_PRP$ PRP$_JJ JJ_NN,TO_PRP$_JJ PRP$_JJ_NN,PP_IN_NP NP_PRP$_JJ_NN,looks forward,looks,forward,VBZ_RB,NNS,RB,y,y,2.0
983,He will * how the company can increase productivity.,look into,look up,na,na,3,phrasal verbs,He will look into how the company can increase productivity.,PRP MD VB IN WRB DT NN MD VB NN,PRP_MD MD_VB VB_IN IN_WRB WRB_DT DT_NN NN_MD MD_VB VB_NN,PRP_MD_VB MD_VB_IN VB_IN_WRB IN_WRB_DT WRB_DT_NN DT_NN_MD NN_MD_VB MD_VB_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_PP PP_IN_SBAR SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_DT_NN VP_MD_VP VP_VB_NP NP_NN,He will look into how the company can,PRP MD VB IN WRB DT NN MD,PRP_MD MD_VB VB_IN IN_WRB WRB_DT DT_NN NN_MD,PRP_MD_VB MD_VB_IN VB_IN_WRB IN_WRB_DT WRB_DT_NN DT_NN_MD,S_NP_VP NP_PRP VP_MD_VP VP_VB_PP PP_IN_SBAR SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_DT_NN VP_MD,He will,will,MD,PRP MD,PRP_MD,,S_NP_VP NP_PRP VP_MD,how the company can,how,WRB,WRB DT NN MD,WRB_DT DT_NN NN_MD,WRB_DT_NN DT_NN_MD,SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_DT_NN VP_MD,look into,look,into,NN_IN,NN,IN,y,y,2.0
984,He took a minute to * the contract.,look over,look up,na,na,3,phrasal verbs,He took a minute to look over the contract.,PRP VBD DT NN TO VB IN DT NN,PRP_VBD VBD_DT DT_NN NN_TO TO_VB VB_IN IN_DT DT_NN,PRP_VBD_DT VBD_DT_NN DT_NN_TO NN_TO_VB TO_VB_IN VB_IN_DT IN_DT_NN,S_NP_VP_. NP_PRP VP_VBD_NP_S NP_DT_NN S_VP VP_TO_VP VP_VB_PP PP_IN_NP NP_DT_NN,took a minute to look over the contract,VBD DT NN TO VB IN DT NN,VBD_DT DT_NN NN_TO TO_VB VB_IN IN_DT DT_NN,VBD_DT_NN DT_NN_TO NN_TO_VB TO_VB_IN VB_IN_DT IN_DT_NN,S_VP VP_VBD_NP_S NP_DT_NN S_VP VP_TO_VP VP_VB_PP PP_IN_NP NP_DT_NN,took a minute to,to,TO,VBD DT NN TO,VBD_DT DT_NN NN_TO,VBD_DT_NN DT_NN_TO,S_VP VP_VBD_NP_PP NP_DT_NN PP_IN,the contract,the,DT,DT NN,DT_NN,,NP_DT_NN,look over,look,over,NN_IN,NN,IN,y,y,2.0
985,She is hoping that things will finally * after she clears her debt.,look up,look forward,na,na,3,phrasal verbs,She is hoping that things will finally look up after she clears her debt.,PRP VBZ VBG IN NNS MD RB VB RP IN PRP VBZ PRP NN,PRP_VBZ VBZ_VBG VBG_IN IN_NNS NNS_MD MD_RB RB_VB VB_RP RP_IN IN_PRP PRP_VBZ VBZ_PRP PRP_NN,PRP_VBZ_VBG VBZ_VBG_IN VBG_IN_NNS IN_NNS_MD NNS_MD_RB MD_RB_VB RB_VB_RP VB_RP_IN RP_IN_PRP IN_PRP_VBZ PRP_VBZ_PRP VBZ_PRP_NN,S_NP_VP_. NP_PRP VP_VBZ_VP VP_VBG_SBAR SBAR_IN_S S_NP_VP NP_NNS VP_MD_ADVP_VP ADVP_RB VP_VB_PRT_SBAR PRT_RP SBAR_IN_S S_NP_VP NP_PRP VP_VBZ_NP NP_PRP$_NN,that things will finally look up after she clears her,DT NNS MD RB VB RP IN PRP VBZ PRP,DT_NNS NNS_MD MD_RB RB_VB VB_RP RP_IN IN_PRP PRP_VBZ VBZ_PRP,DT_NNS_MD NNS_MD_RB MD_RB_VB RB_VB_RP VB_RP_IN RP_IN_PRP IN_PRP_VBZ PRP_VBZ_PRP,SBAR_IN_S S_NP_VP NP_NNS VP_MD_ADVP_VP ADVP_RB VP_VB_PRT_SBAR PRT_RP SBAR_IN_S S_NP_VP NP_PRP VP_VBZ_NP NP_PRP,that things will finally,finally,RB,DT NNS MD RB,DT_NNS NNS_MD MD_RB,DT_NNS_MD NNS_MD_RB,SBAR_IN_S S_NP_VP NP_NNS VP_MD_ADVP ADVP_RB,after she clears her,after,IN,IN PRP VBZ PRP,IN_PRP PRP_VBZ VBZ_PRP,IN_PRP_VBZ PRP_VBZ_PRP,SBAR_IN_S S_NP_VP NP_PRP VP_VBZ_NP NP_PRP,look up,look,up,VB_RP,NN,RB,y,y,2.0
