id,qb_question,qb_answer,qb_choice1,qb_choice2,qb_choice3,qb_topic_id,topic,qa,qa_pos,qa_pos_bigram,qa_pos_trigram,qa_parse_tree,ss,ss_pos,ss_pos_bigram,ss_pos_trigram,ss_parse_tree,before,before_last,before_last_pos,before_pos,before_pos_bigram,before_pos_trigram,before_parse_tree,after,after_first,after_first_pos,after_pos,after_pos_bigram,after_pos_trigram,after_parse_tree,ans,ans_first,ans_last,ans_pos,ans_first_pos,ans_last_pos,ans_is_first,ans_is_last,ans_length
403,I * on people who gives up too easily.,look down,look over,na,na,3,phrasal verbs,I look down on people who gives up too easily.,PRP VBP RP IN NNS WP VBZ RP RB JJ,PRP_VBP VBP_RP RP_IN IN_NNS NNS_WP WP_VBZ VBZ_RP RP_RB RB_JJ,PRP_VBP_RP VBP_RP_IN RP_IN_NNS IN_NNS_WP NNS_WP_VBZ WP_VBZ_RP VBZ_RP_RB RP_RB_JJ,S_NP_VP_. NP_PRP VP_VBP_PRT_PP PRT_RP PP_IN_NP NP_NP_SBAR NP_NNS SBAR_WHNP_S WHNP_WP S_VP VP_VBZ_PRT_ADVP PRT_RP ADVP_RB_RB,I look down on people who gives,PRP VBP RP IN NNS WP VBZ,PRP_VBP VBP_RP RP_IN IN_NNS NNS_WP WP_VBZ,PRP_VBP_RP VBP_RP_IN RP_IN_NNS IN_NNS_WP NNS_WP_VBZ,S_NP_VP NP_PRP VP_VBP_PRT_PP PRT_RP PP_IN_NP NP_NP_SBAR NP_NNS SBAR_WHNP_S WHNP_WP S_VP VP_VBZ,I,I,PRP,PRP,,,S_NP NP_PRP,on people who gives,on,IN,IN NNS WP VBZ,IN_NNS NNS_WP WP_VBZ,IN_NNS_WP NNS_WP_VBZ,FRAG_PP PP_IN_NP NP_NP_SBAR NP_NNS SBAR_WHNP_S WHNP_WP S_VP VP_VBZ,look down,look,down,VB_RP,NN,RB,x,x,2.0
404,She * on her siblings because they are not as well educated as her.,looks down,looks over,na,na,3,phrasal verbs,She looks down on her siblings because they are not as well educated as her.,PRP VBZ RB IN PRP$ NNS IN PRP VBP RB RB RB VBN IN NN,PRP_VBZ VBZ_RB RB_IN IN_PRP$ PRP$_NNS NNS_IN IN_PRP PRP_VBP VBP_RB RB_RB RB_RB RB_VBN VBN_IN IN_NN,PRP_VBZ_RB VBZ_RB_IN RB_IN_PRP$ IN_PRP$_NNS PRP$_NNS_IN NNS_IN_PRP IN_PRP_VBP PRP_VBP_RB VBP_RB_RB RB_RB_RB RB_RB_VBN RB_VBN_IN VBN_IN_NN,S_NP_VP_. NP_PRP VP_VBZ_PRT_PP_SBAR PRT_RP PP_IN_NP NP_PRP$_NNS SBAR_IN_S S_NP_VP NP_PRP VP_VBP_RB_ADJP ADJP_ADVP_VBN_PP ADVP_RB_RB PP_IN_NP NP_PRP,She looks down on her siblings because,PRP VBZ RB IN PRP$ NNS IN,PRP_VBZ VBZ_RB RB_IN IN_PRP$ PRP$_NNS NNS_IN,PRP_VBZ_RB VBZ_RB_IN RB_IN_PRP$ IN_PRP$_NNS PRP$_NNS_IN,S_NP_VP NP_PRP VP_VBZ_PRT_PP PRT_RP PP_IN_PP PP_NP_IN NP_PRP$_NNS,She,She,PRP,PRP,,,S_NP NP_PRP,on her siblings because,on,IN,IN PRP$ NNS IN,IN_PRP$ PRP$_NNS NNS_IN,IN_PRP$_NNS PRP$_NNS_IN,FRAG_PP_PP PP_IN_NP NP_PRP$_NNS PP_IN,looks down,looks,down,VBZ_RP,NNS,RB,x,x,2.0
405,I * on those who have no compassion and kindess.,look down,look over,na,na,3,phrasal verbs,I look down on those who have no compassion and kindess.,PRP VBP RP IN DT WP VBP DT NN CC NN,PRP_VBP VBP_RP RP_IN IN_DT DT_WP WP_VBP VBP_DT DT_NN NN_CC CC_NN,PRP_VBP_RP VBP_RP_IN RP_IN_DT IN_DT_WP DT_WP_VBP WP_VBP_DT VBP_DT_NN DT_NN_CC NN_CC_NN,S_NP_VP_. NP_PRP VP_VBP_PRT_PP PRT_RP PP_IN_NP NP_NP_SBAR NP_DT SBAR_WHNP_S WHNP_WP S_VP VP_VP_CC_VP VP_VBP_NP NP_DT_NN VP_VBZ,I look down on those who have,PRP VBP RP IN DT WP VBP,PRP_VBP VBP_RP RP_IN IN_DT DT_WP WP_VBP,PRP_VBP_RP VBP_RP_IN RP_IN_DT IN_DT_WP DT_WP_VBP,S_NP_VP NP_PRP VP_VBP_PRT_PP PRT_RP PP_IN_NP NP_NP_SBAR NP_DT SBAR_WHNP_S WHNP_WP S_VP VP_VBP,I,I,PRP,PRP,,,S_NP NP_PRP,on those who have,on,IN,IN DT WP VBP,IN_DT DT_WP WP_VBP,IN_DT_WP DT_WP_VBP,FRAG_PP PP_IN_NP NP_NP_SBAR NP_DT SBAR_WHNP_S WHNP_WP S_VP VP_VBP,look down,look,down,VB_RP,NN,RB,x,x,2.0
406,I * to the coming holidays.,look forward,look back,na,na,3,phrasal verbs,I look forward to the coming holidays.,PRP VBP RB TO DT VBG NN,PRP_VBP VBP_RB RB_TO TO_DT DT_VBG VBG_NN,PRP_VBP_RB VBP_RB_TO RB_TO_DT TO_DT_VBG DT_VBG_NN,S_NP_VP_. NP_PRP VP_VBP_ADVP_PP ADVP_RB PP_IN_NP NP_DT_VBG_NNS,I look forward to the coming holidays,PRP VBP RB TO DT VBG NNS,PRP_VBP VBP_RB RB_TO TO_DT DT_VBG VBG_NNS,PRP_VBP_RB VBP_RB_TO RB_TO_DT TO_DT_VBG DT_VBG_NNS,S_NP_VP NP_PRP VP_VBP_ADVP_PP ADVP_RB PP_IN_NP NP_DT_VBG_NNS,I,I,PRP,PRP,,,S_NP NP_PRP,to the coming holidays,to,TO,TO DT VBG NNS,TO_DT DT_VBG VBG_NNS,TO_DT_VBG DT_VBG_NNS,PP_IN_NP NP_DT_JJ_NNS,look forward,look,forward,NN_RB,NN,RB,x,x,2.0
407,We * to working together on this project.,look forward,look back,na,na,3,phrasal verbs,We look forward to working together on this project.,PRP VBP RB TO VBG RB IN DT NN,PRP_VBP VBP_RB RB_TO TO_VBG VBG_RB RB_IN IN_DT DT_NN,PRP_VBP_RB VBP_RB_TO RB_TO_VBG TO_VBG_RB VBG_RB_IN RB_IN_DT IN_DT_NN,S_NP_VP_. NP_PRP VP_VBP_ADVP_PP ADVP_RB PP_IN_S S_VP VP_VBG_ADVP_PP ADVP_RB PP_IN_NP NP_DT_NN,We look forward to working together on,PRP VBP RB TO VBG RB IN,PRP_VBP VBP_RB RB_TO TO_VBG VBG_RB RB_IN,PRP_VBP_RB VBP_RB_TO RB_TO_VBG TO_VBG_RB VBG_RB_IN,S_NP_VP NP_PRP VP_VBP_ADVP_PP ADVP_RB PP_IN_S S_VP VP_VBG_ADVP_PP ADVP_RB PP_IN,We,We,PRP,PRP,,,S_NP NP_PRP,to working together on,to,TO,TO VBG RB IN,TO_VBG VBG_RB RB_IN,TO_VBG_RB VBG_RB_IN,FRAG_PP PP_IN_S S_VP VP_VBG_ADVP_PP ADVP_RB PP_IN,look forward,look,forward,NN_RB,NN,RB,x,x,2.0
408,Life is depressing if there is nothing to * to.,look forward,look back,na,na,3,phrasal verbs,Life is depressing if there is nothing to look forward to.,NNP VBZ VBG IN EX VBZ NN TO VB RB NN,NNP_VBZ VBZ_VBG VBG_IN IN_EX EX_VBZ VBZ_NN NN_TO TO_VB VB_RB RB_NN,NNP_VBZ_VBG VBZ_VBG_IN VBG_IN_EX IN_EX_VBZ EX_VBZ_NN VBZ_NN_TO NN_TO_VB TO_VB_RB VB_RB_NN,S_NP_VP_. NP_NNP VP_VBZ_ADJP_SBAR ADJP_JJ SBAR_IN_S S_NP_VP NP_EX VP_VBZ_NP NP_NN_S S_VP VP_TO_VP VP_VB_ADVP_PP ADVP_RB PP_IN,there is nothing to look forward to,EX VBZ NN TO VB RB TO,EX_VBZ VBZ_NN NN_TO TO_VB VB_RB RB_TO,EX_VBZ_NN VBZ_NN_TO NN_TO_VB TO_VB_RB VB_RB_TO,S_NP_VP NP_EX VP_VBZ_NP NP_NN_S S_VP VP_TO_VP VP_VB_ADVP_PP ADVP_RB PP_IN,there is nothing to,to,TO,EX VBZ NN TO,EX_VBZ VBZ_NN NN_TO,EX_VBZ_NN VBZ_NN_TO,S_NP_VP NP_EX VP_VBZ_PP PP_NP_IN NP_NN,to,to,TO,TO,,,X_TO,look forward,look,forward,NN_RB,NN,RB,x,x,2.0
409,She * to her trip to Italy next month.,looks forward,looks back,na,na,3,phrasal verbs,She looks forward to her trip to Italy next month.,PRP VBZ RB TO PRP$ NN TO NNP JJ NN,PRP_VBZ VBZ_RB RB_TO TO_PRP$ PRP$_NN NN_TO TO_NNP NNP_JJ JJ_NN,PRP_VBZ_RB VBZ_RB_TO RB_TO_PRP$ TO_PRP$_NN PRP$_NN_TO NN_TO_NNP TO_NNP_JJ NNP_JJ_NN,S_NP_VP_. NP_PRP VP_VBZ_PRT_PP_PP_NP-TMP PRT_RP PP_IN_NP NP_PRP$_NN PP_IN_NP NP_NNP NP-TMP_JJ_NN,She looks forward to her trip to,PRP VBZ RB TO PRP$ NN TO,PRP_VBZ VBZ_RB RB_TO TO_PRP$ PRP$_NN NN_TO,PRP_VBZ_RB VBZ_RB_TO RB_TO_PRP$ TO_PRP$_NN PRP$_NN_TO,S_NP_VP NP_PRP VP_VBZ_ADVP_PP_PP ADVP_RB PP_IN_NP NP_PRP$_NN PP_IN,She,She,PRP,PRP,,,S_NP NP_PRP,to her trip to,to,TO,TO PRP$ NN TO,TO_PRP$ PRP$_NN NN_TO,TO_PRP$_NN PRP$_NN_TO,FRAG_PP_PP PP_IN_NP NP_PRP$_NN PP_IN,looks forward,looks,forward,VBZ_RB,NNS,RB,x,x,2.0
410,I * to the seeing my parents again.,look forward,look back,na,na,3,phrasal verbs,I look forward to the seeing my parents again.,PRP VBP RB TO DT VBG PRP$ NNS VB,PRP_VBP VBP_RB RB_TO TO_DT DT_VBG VBG_PRP$ PRP$_NNS NNS_VB,PRP_VBP_RB VBP_RB_TO RB_TO_DT TO_DT_VBG DT_VBG_PRP$ VBG_PRP$_NNS PRP$_NNS_VB,S_NP_VP_. NP_PRP VP_VBP_ADVP_PP ADVP_RB PP_IN_NP NP_NP_VP NP_DT VP_VBG_NP_ADVP NP_PRP$_NNS ADVP_RB,I look forward to the seeing my,PRP VBP RB TO DT VBG PRP$,PRP_VBP VBP_RB RB_TO TO_DT DT_VBG VBG_PRP$,PRP_VBP_RB VBP_RB_TO RB_TO_DT TO_DT_VBG DT_VBG_PRP$,S_NP_VP_INTJ NP_PRP VP_VBP_ADVP_PP ADVP_RB PP_IN_NP NP_DT_NN INTJ_UH,I,I,PRP,PRP,,,S_NP NP_PRP,to the seeing my,to,TO,TO DT VBG PRP$,TO_DT DT_VBG VBG_PRP$,TO_DT_VBG DT_VBG_PRP$,FRAG_PP_NP PP_IN_NP NP_DT_NN NP_GW,look forward,look,forward,NN_RB,NN,RB,x,x,2.0
411,We are * the possibility of corruption in this matter.,looking into,looking up,na,na,3,phrasal verbs,We are looking into the possibility of corruption in this matter.,PRP VBP VBG IN DT NN IN NN IN DT NN,PRP_VBP VBP_VBG VBG_IN IN_DT DT_NN NN_IN IN_NN NN_IN IN_DT DT_NN,PRP_VBP_VBG VBP_VBG_IN VBG_IN_DT IN_DT_NN DT_NN_IN NN_IN_NN IN_NN_IN NN_IN_DT IN_DT_NN,S_NP_VP_. NP_PRP VP_VBP_VP VP_VBG_PP_PP PP_IN_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_NN PP_IN_NP NP_DT_NN,We are looking into the possibility of corruption,PRP VBP VBG IN DT NN IN NN,PRP_VBP VBP_VBG VBG_IN IN_DT DT_NN NN_IN IN_NN,PRP_VBP_VBG VBP_VBG_IN VBG_IN_DT IN_DT_NN DT_NN_IN NN_IN_NN,S_NP_VP NP_PRP VP_VBP_VP VP_VBG_PP PP_IN_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_NN,We are,are,VBP,PRP VBP,PRP_VBP,,S_NP_VP NP_PRP VP_VBP,the possibility of corruption,the,DT,DT NN IN NN,DT_NN NN_IN IN_NN,DT_NN_IN NN_IN_NN,NP_NP_PP NP_DT_NN PP_IN_NP NP_NN,looking into,looking,into,VBG_IN,VBG,IN,x,x,2.0
412,"When we * buying a house, we decided it was better to rent.",looked into,looked up,na,na,3,phrasal verbs,"When we looked into buying a house, we decided it was better to rent.",WRB PRP VBD IN VBG DT NN PRP VBD PRP VBD RBR TO VB,WRB_PRP PRP_VBD VBD_IN IN_VBG VBG_DT DT_NN NN_PRP PRP_VBD VBD_PRP PRP_VBD VBD_RBR RBR_TO TO_VB,WRB_PRP_VBD PRP_VBD_IN VBD_IN_VBG IN_VBG_DT VBG_DT_NN DT_NN_PRP NN_PRP_VBD PRP_VBD_PRP VBD_PRP_VBD PRP_VBD_RBR VBD_RBR_TO RBR_TO_VB,"S_SBAR_,_NP_VP_. SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBD_PP PP_IN_S S_VP VP_VBG_NP NP_DT_NN NP_PRP VP_VBD_SBAR SBAR_S S_NP_VP NP_PRP VP_VBD_ADJP ADJP_ADJP_S ADJP_JJR S_VP VP_TO_VP VP_VB","When we looked into buying a house, we",WRB PRP VBD IN VBG DT NN PRP,WRB_PRP PRP_VBD VBD_IN IN_VBG VBG_DT DT_NN NN_PRP,WRB_PRP_VBD PRP_VBD_IN VBD_IN_VBG IN_VBG_DT VBG_DT_NN DT_NN_PRP,"FRAG_SBAR_,_NP SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBD_PP PP_IN_S S_VP VP_VBG_NP NP_DT_NN NP_PRP",When we,we,PRP,WRB PRP,WRB_PRP,,SBARQ_WHADVP WHADVP_WRB_NP NP_PRP,"buying a house, we",buying,NN,VBG DT NN PRP,VBG_DT DT_NN NN_PRP,VBG_DT_NN DT_NN_PRP,"FRAG_S_,_NP S_VP VP_VBG_NP NP_DT_NN NP_PRP",looked into,looked,into,VBD_IN,VBD,IN,x,x,2.0
413,"If you really * it, you will find that this is the best offer you will get.",look into,look up,na,na,3,phrasal verbs,"If you really look into it, you will find that this is the best offer you will get.",IN PRP RB VB IN NN PRP MD VB IN DT VBZ DT JJS NN PRP MD VB,IN_PRP PRP_RB RB_VB VB_IN IN_NN NN_PRP PRP_MD MD_VB VB_IN IN_DT DT_VBZ VBZ_DT DT_JJS JJS_NN NN_PRP PRP_MD MD_VB,IN_PRP_RB PRP_RB_VB RB_VB_IN VB_IN_NN IN_NN_PRP NN_PRP_MD PRP_MD_VB MD_VB_IN VB_IN_DT IN_DT_VBZ DT_VBZ_DT VBZ_DT_JJS DT_JJS_NN JJS_NN_PRP NN_PRP_MD PRP_MD_VB,"S_SBAR_,_NP_VP_. SBAR_IN_S S_NP_ADVP_VP NP_PRP ADVP_RB VP_VBP_PP PP_IN_NP NP_PRP NP_PRP VP_MD_VP VP_VB_SBAR SBAR_IN_S S_NP_VP NP_DT VP_VBZ_NP NP_NP_SBAR NP_DT_JJS_NN SBAR_S S_NP_VP NP_PRP VP_MD_VP VP_VB","If you really look into it, you will find",IN PRP RB VB IN NN PRP MD VB,IN_PRP PRP_RB RB_VB VB_IN IN_NN NN_PRP PRP_MD MD_VB,IN_PRP_RB PRP_RB_VB RB_VB_IN VB_IN_NN IN_NN_PRP NN_PRP_MD PRP_MD_VB,"S_SBAR_,_NP_VP SBAR_IN_S S_NP_ADVP_VP NP_PRP ADVP_RB VP_VBP_PP PP_IN_NP NP_PRP NP_PRP VP_MD_VP VP_VB",If you really,really,RB,IN PRP RB,IN_PRP PRP_RB,IN_PRP_RB,SBAR_IN_S S_NP_ADVP NP_PRP ADVP_RB,"it, you will find","it,",NN,NN PRP MD VB,NN_PRP PRP_MD MD_VB,NN_PRP_MD PRP_MD_VB,"S_NP_VP NP_PRP_,_PRP VP_MD_VP VP_VB",look into,look,into,NN_IN,NN,IN,x,x,2.0
414,I will * how we can improve the work processes.,look into,look up,na,na,3,phrasal verbs,I will look into how we can improve the work processes.,PRP MD VB IN WRB PRP MD VB DT NN NN,PRP_MD MD_VB VB_IN IN_WRB WRB_PRP PRP_MD MD_VB VB_DT DT_NN NN_NN,PRP_MD_VB MD_VB_IN VB_IN_WRB IN_WRB_PRP WRB_PRP_MD PRP_MD_VB MD_VB_DT VB_DT_NN DT_NN_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_PP PP_IN_SBAR SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_MD_VP VP_VB_NP NP_DT_NN_NNS,I will look into how we can improve,PRP MD VB IN WRB PRP MD VB,PRP_MD MD_VB VB_IN IN_WRB WRB_PRP PRP_MD MD_VB,PRP_MD_VB MD_VB_IN VB_IN_WRB IN_WRB_PRP WRB_PRP_MD PRP_MD_VB,S_NP_VP NP_PRP VP_MD_VP VP_VB_PP PP_IN_SBAR SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_MD_VP VP_VB,I will,will,MD,PRP MD,PRP_MD,,S_NP_VP NP_PRP VP_MD,how we can improve,how,WRB,WRB PRP MD VB,WRB_PRP PRP_MD MD_VB,WRB_PRP_MD PRP_MD_VB,SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_MD_VP VP_VB,look into,look,into,NN_IN,NN,IN,x,x,2.0
415,I hope the government will * the alleged fraud.,look into,look up,na,na,3,phrasal verbs,I hope the government will look into the alleged fraud.,PRP VBP DT NN MD VB IN DT VBN NN,PRP_VBP VBP_DT DT_NN NN_MD MD_VB VB_IN IN_DT DT_VBN VBN_NN,PRP_VBP_DT VBP_DT_NN DT_NN_MD NN_MD_VB MD_VB_IN VB_IN_DT IN_DT_VBN DT_VBN_NN,S_NP_VP_. NP_PRP VP_VBP_SBAR SBAR_S S_NP_VP NP_DT_NN VP_MD_VP VP_VB_PP PP_IN_NP NP_DT_JJ_NN,hope the government will look into the alleged fraud,VB DT NN MD VB IN DT VBN NN,VB_DT DT_NN NN_MD MD_VB VB_IN IN_DT DT_VBN VBN_NN,VB_DT_NN DT_NN_MD NN_MD_VB MD_VB_IN VB_IN_DT IN_DT_VBN DT_VBN_NN,S_VP VP_VBP_SBAR SBAR_S S_NP_VP NP_DT_NN VP_MD_VP VP_VB_PP PP_IN_NP NP_DT_JJ_NN,hope the government will,will,MD,VB DT NN MD,VB_DT DT_NN NN_MD,VB_DT_NN DT_NN_MD,S_VP VP_VB_NP NP_DT_NN_NN,the alleged fraud,the,DT,DT VBN NN,DT_VBN VBN_NN,DT_VBN_NN,NP_DT_VBN_NN,look into,look,into,NN_IN,NN,IN,x,x,2.0
416,I took a few minutes to * the document.,look over,look up,na,na,3,phrasal verbs,I took a few minutes to look over the document.,PRP VBD DT JJ NNS TO VB IN DT NN,PRP_VBD VBD_DT DT_JJ JJ_NNS NNS_TO TO_VB VB_IN IN_DT DT_NN,PRP_VBD_DT VBD_DT_JJ DT_JJ_NNS JJ_NNS_TO NNS_TO_VB TO_VB_IN VB_IN_DT IN_DT_NN,S_NP_VP_. NP_PRP VP_VBD_NP_S NP_DT_JJ_NNS S_VP VP_TO_VP VP_VB_PP PP_IN_NP NP_DT_NN,a few minutes to look over the document,DT JJ NNS TO VB IN DT NN,DT_JJ JJ_NNS NNS_TO TO_VB VB_IN IN_DT DT_NN,DT_JJ_NNS JJ_NNS_TO NNS_TO_VB TO_VB_IN VB_IN_DT IN_DT_NN,S_NP_VP NP_DT_JJ_NNS VP_TO_VP VP_VB_PP PP_IN_NP NP_DT_NN,a few minutes to,to,TO,DT JJ NNS TO,DT_JJ JJ_NNS NNS_TO,DT_JJ_NNS JJ_NNS_TO,ADVP_NP_RB NP_QP_NNS QP_DT_JJ,the document,the,DT,DT NN,DT_NN,,NP_DT_NN,look over,look,over,NN_IN,NN,IN,x,x,2.0
417,Please * my report quickly and tell me if it is good enough.,look over,look up,na,na,3,phrasal verbs,Please look over my report quickly and tell me if it is good enough.,NNP NN IN PRP$ NN RB CC VB PRP IN PRP VBZ JJ NN,NNP_NN NN_IN IN_PRP$ PRP$_NN NN_RB RB_CC CC_VB VB_PRP PRP_IN IN_PRP PRP_VBZ VBZ_JJ JJ_NN,NNP_NN_IN NN_IN_PRP$ IN_PRP$_NN PRP$_NN_RB NN_RB_CC RB_CC_VB CC_VB_PRP VB_PRP_IN PRP_IN_PRP IN_PRP_VBZ PRP_VBZ_JJ VBZ_JJ_NN,S_INTJ_VP_. INTJ_UH VP_VP_CC_VP VP_VB_PRT_NP_ADVP PRT_RP NP_PRP$_NN ADVP_RB VP_VB_NP_SBAR NP_PRP SBAR_IN_S S_NP_VP NP_PRP VP_VBZ_ADJP ADJP_JJ_RB,Please look over my report quickly and,NNP NN IN PRP$ NN RB CC,NNP_NN NN_IN IN_PRP$ PRP$_NN NN_RB RB_CC,NNP_NN_IN NN_IN_PRP$ IN_PRP$_NN PRP$_NN_RB NN_RB_CC,SQ_INTJ_VP INTJ_UH VP_VP_CC VP_VB_PRT_NP_ADVP PRT_RP NP_PRP$_NN ADVP_RB,Please,Please,VB,VB,,,INTJ_UH,my report quickly and,my,PRP$,PRP$ NN RB CC,PRP$_NN NN_RB RB_CC,PRP$_NN_RB NN_RB_CC,SQ_INTJ_VP INTJ_UH VP_VP_CC VP_VB_ADVP ADVP_RB,look over,look,over,NN_IN,NN,IN,x,x,2.0
418,I * the numbers and realised that they don't add up.,looked over,looked up,na,na,3,phrasal verbs,I looked over the numbers and realised that they don't add up.,PRP VBD IN DT NNS CC VBD IN PRP VBP VB JJ,PRP_VBD VBD_IN IN_DT DT_NNS NNS_CC CC_VBD VBD_IN IN_PRP PRP_VBP VBP_VB VB_JJ,PRP_VBD_IN VBD_IN_DT IN_DT_NNS DT_NNS_CC NNS_CC_VBD CC_VBD_IN VBD_IN_PRP IN_PRP_VBP PRP_VBP_VB VBP_VB_JJ,S_NP_VP_. NP_PRP VP_VP_CC_VP VP_VBD_PRT_NP PRT_RP NP_DT_NNS VP_VBD_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_VBP_RB_VP VP_VB_PRT PRT_RP,I looked over the numbers and realised,PRP VBD IN DT NNS CC VBD,PRP_VBD VBD_IN IN_DT DT_NNS NNS_CC CC_VBD,PRP_VBD_IN VBD_IN_DT IN_DT_NNS DT_NNS_CC NNS_CC_VBD,S_NP_VP NP_PRP VP_VP_CC_VP VP_VBD_PRT_NP PRT_RP NP_DT_NNS VP_VBD,I,I,PRP,PRP,,,S_NP NP_PRP,the numbers and realised,the,DT,DT NNS CC VBD,DT_NNS NNS_CC CC_VBD,DT_NNS_CC NNS_CC_VBD,S_NP NP_NP_CC_NP NP_DT_NNS NP_VBN,looked over,looked,over,VBD_IN,VBD,IN,x,x,2.0
419,"When he * the figures, he noticed some glaring errors.",looked over,looked up,na,na,3,phrasal verbs,"When he looked over the figures, he noticed some glaring errors.",WRB PRP VBD IN DT NN PRP VBD DT NN NN,WRB_PRP PRP_VBD VBD_IN IN_DT DT_NN NN_PRP PRP_VBD VBD_DT DT_NN NN_NN,WRB_PRP_VBD PRP_VBD_IN VBD_IN_DT IN_DT_NN DT_NN_PRP NN_PRP_VBD PRP_VBD_DT VBD_DT_NN DT_NN_NN,"S_SBAR_,_NP_VP_. SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBD_PP PP_IN_NP NP_DT_NNS NP_PRP VP_VBD_NP NP_DT_JJ_NNS","When he looked over the figures, he noticed",WRB PRP VBD IN DT NN PRP VBD,WRB_PRP PRP_VBD VBD_IN IN_DT DT_NN NN_PRP PRP_VBD,WRB_PRP_VBD PRP_VBD_IN VBD_IN_DT IN_DT_NN DT_NN_PRP NN_PRP_VBD,"S_SBAR_,_NP_VP SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBD_PP PP_IN_NP NP_DT_NNS NP_PRP VP_VBD",When he,he,PRP,WRB PRP,WRB_PRP,,SBARQ_WHADVP WHADVP_WRB_NP NP_PRP,"the figures, he noticed",the,DT,DT NN PRP VBD,DT_NN NN_PRP PRP_VBD,DT_NN_PRP NN_PRP_VBD,"FRAG_NP_,_S NP_DT_NNS S_NP_VP NP_PRP VP_VBD",looked over,looked,over,VBD_IN,VBD,IN,x,x,2.0
420,I was asked to * the report before sending it for approval.,look over,look up,na,na,3,phrasal verbs,I was asked to look over the report before sending it for approval.,PRP VBD VBN TO VB IN DT NN IN VBG PRP IN NN,PRP_VBD VBD_VBN VBN_TO TO_VB VB_IN IN_DT DT_NN NN_IN IN_VBG VBG_PRP PRP_IN IN_NN,PRP_VBD_VBN VBD_VBN_TO VBN_TO_VB TO_VB_IN VB_IN_DT IN_DT_NN DT_NN_IN NN_IN_VBG IN_VBG_PRP VBG_PRP_IN PRP_IN_NN,S_NP_VP_. NP_PRP VP_VBD_VP VP_VBN_S S_VP VP_TO_VP VP_VB_PRT_NP_PP PRT_RP NP_DT_NN PP_IN_S S_VP VP_VBG_NP_PP NP_PRP PP_IN_NP NP_NN,I was asked to look over the report before sending,PRP VBD VBN TO VB IN DT NN IN VBG,PRP_VBD VBD_VBN VBN_TO TO_VB VB_IN IN_DT DT_NN NN_IN IN_VBG,PRP_VBD_VBN VBD_VBN_TO VBN_TO_VB TO_VB_IN VB_IN_DT IN_DT_NN DT_NN_IN NN_IN_VBG,S_NP_VP NP_PRP VP_VBD_VP VP_VBN_S S_VP VP_TO_VP VP_VB_PRT_NP_PP PRT_RP NP_DT_NN PP_IN_S S_VP VP_VBG,I was asked to,to,TO,PRP VBD VBN TO,PRP_VBD VBD_VBN VBN_TO,PRP_VBD_VBN VBD_VBN_TO,S_NP_VP NP_PRP VP_VBD_VP VP_VBN_PP PP_IN,the report before sending,the,DT,DT NN IN VBG,DT_NN NN_IN IN_VBG,DT_NN_IN NN_IN_VBG,NP_NP_PP NP_DT_NN PP_IN_S S_VP VP_VBG,look over,look,over,NN_IN,NN,IN,x,x,2.0
421,The recession is over and things will * in the new year.,look up,look forward,na,na,3,phrasal verbs,The recession is over and things will look up in the new year.,DT NN VBZ IN CC NNS MD VB RP IN DT JJ NN,DT_NN NN_VBZ VBZ_IN IN_CC CC_NNS NNS_MD MD_VB VB_RP RP_IN IN_DT DT_JJ JJ_NN,DT_NN_VBZ NN_VBZ_IN VBZ_IN_CC IN_CC_NNS CC_NNS_MD NNS_MD_VB MD_VB_RP VB_RP_IN RP_IN_DT IN_DT_JJ DT_JJ_NN,S_S_CC_S_. S_NP_VP NP_DT_NN VP_VBZ_ADJP ADJP_RB S_NP_VP NP_NNS VP_MD_VP VP_VB_PRT_PP PRT_RP PP_IN_NP NP_DT_JJ_NN,over and things will look up in the new year,IN CC NNS MD VB RP IN DT JJ NN,IN_CC CC_NNS NNS_MD MD_VB VB_RP RP_IN IN_DT DT_JJ JJ_NN,IN_CC_NNS CC_NNS_MD NNS_MD_VB MD_VB_RP VB_RP_IN RP_IN_DT IN_DT_JJ DT_JJ_NN,S_NP_VP NP_NN_CC_NNS VP_MD_VP VP_VB_PRT_PP PRT_RP PP_IN_NP NP_DT_JJ_NN,over and things will,will,MD,IN CC NNS MD,IN_CC CC_NNS NNS_MD,IN_CC_NNS CC_NNS_MD,S_NP_VP NP_NN_CC_NNS VP_MD,in the new year,in,IN,IN DT JJ NN,IN_DT DT_JJ JJ_NN,IN_DT_JJ DT_JJ_NN,PP_IN_NP NP_DT_JJ_NN,look up,look,up,VB_RP,NN,RB,x,x,2.0
